                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1001,                 2.1449,                 1.1629,                0.98591,                 0.3762,                0.89341,                0.63133,                0.94276,                 3.2069,                 1.0684,             0.00065041,             0.00065041,             0.00065041
                      2,                 1.0519,                  1.535,                  1.143,                0.76828,                0.59677,                0.70009,                0.44583,                 1.1459,                  2.622,                 1.2194,               0.001304,               0.001304,               0.001304
                      3,                 1.0862,                 1.4567,                 1.1651,                0.36727,                0.41398,                0.30038,                0.08603,                 2.1184,                  4.878,                 3.0152,              0.0019445,              0.0019445,              0.0019445
                      4,                 1.1215,                 1.2773,                 1.1873,                 0.5756,                0.48387,                 0.4862,                0.24854,                 1.7409,                 2.4146,                 1.8329,              0.0019406,              0.0019406,              0.0019406
                      5,                 1.1017,                 1.1058,                 1.1699,                0.69364,                0.53561,                0.62473,                 0.3618,                 1.3337,                 1.8202,                   1.41,              0.0019208,              0.0019208,              0.0019208
                      6,                 1.0602,                 1.0387,                 1.1675,                0.84951,                0.80108,                0.88875,                0.57087,                 1.1698,                 1.3468,                 1.2732,               0.001901,               0.001901,               0.001901
                      7,                 1.0482,                0.91094,                 1.1455,                0.92449,                0.86559,                0.94308,                0.70162,                0.92521,                 1.0432,                 1.1003,              0.0018812,              0.0018812,              0.0018812
                      8,                  1.016,                0.84589,                 1.1337,                0.92512,                0.94086,                0.96762,                0.70428,                0.94745,                0.81119,                 1.1196,              0.0018614,              0.0018614,              0.0018614
                      9,                0.96643,                0.75567,                 1.0952,                0.89747,                0.89418,                0.94514,                 0.7041,                0.93169,                0.83017,                 1.0988,              0.0018416,              0.0018416,              0.0018416
                     10,                0.98268,                0.77452,                 1.1051,                0.94341,                0.94086,                0.97746,                0.74307,                0.87382,                0.86061,                 1.0597,              0.0018218,              0.0018218,              0.0018218
                     11,                0.97078,                0.72211,                 1.0852,                0.92396,                0.91456,                0.95956,                 0.7131,                0.89949,                0.85851,                 1.0825,               0.001802,               0.001802,               0.001802
                     12,                0.97705,                 0.7225,                 1.1268,                0.95506,                0.93011,                0.97182,                0.75298,                0.82651,                 0.7114,                 1.0457,              0.0017822,              0.0017822,              0.0017822
                     13,                0.96419,                0.69437,                 1.1176,                0.96713,                0.94917,                0.97786,                0.74756,                 0.9145,                0.57543,                 1.0642,              0.0017624,              0.0017624,              0.0017624
                     14,                0.94866,                0.67159,                 1.0991,                0.97785,                0.94922,                 0.9867,                0.78478,                0.80904,                0.55448,                 1.0207,              0.0017426,              0.0017426,              0.0017426
                     15,                0.93462,                0.68604,                 1.0935,                0.99963,                0.98925,                0.99439,                0.77002,                 0.7774,                0.57526,                 1.0057,              0.0017228,              0.0017228,              0.0017228
                     16,                0.94591,                0.67278,                 1.1106,                0.94662,                0.88172,                0.94454,                 0.7303,                0.87852,                0.66015,                 1.0614,               0.001703,               0.001703,               0.001703
                     17,                0.93618,                0.64316,                 1.1115,                0.96696,                0.96237,                0.98973,                0.77325,                0.82313,                0.52332,                  1.018,              0.0016832,              0.0016832,              0.0016832
                     18,                0.91381,                0.63994,                 1.0806,                0.96151,                0.97312,                0.99179,                0.77748,                0.82775,                0.50412,                 1.0231,              0.0016634,              0.0016634,              0.0016634
                     19,                0.89212,                0.61252,                 1.0821,                0.96005,                0.96237,                0.98847,                0.77155,                0.80573,                  0.503,                 1.0139,              0.0016436,              0.0016436,              0.0016436
                     20,                0.89058,                0.60751,                 1.0564,                0.93063,                 0.9377,                0.96067,                0.73502,                 0.8675,                0.60925,                 1.0433,              0.0016238,              0.0016238,              0.0016238
                     21,                0.86232,                0.57721,                 1.0502,                0.98911,                0.97692,                0.99332,                0.80733,                0.76789,                0.46171,                0.99075,               0.001604,               0.001604,               0.001604
                     22,                0.86547,                0.57496,                 1.0607,                 0.9945,                0.97129,                0.99008,                0.78339,                0.80821,                0.48488,                 1.0119,              0.0015842,              0.0015842,              0.0015842
                     23,                0.90283,                0.59226,                  1.087,                0.95733,                0.96495,                0.99052,                0.80112,                0.75714,                0.54958,                 0.9916,              0.0015644,              0.0015644,              0.0015644
                     24,                0.88071,                0.58059,                 1.0594,                0.98487,                0.98387,                0.99279,                0.80158,                0.75657,                 0.4557,                0.98138,              0.0015446,              0.0015446,              0.0015446
                     25,                0.89547,                0.57479,                 1.0755,                0.98352,                0.94086,                0.98509,                0.76826,                0.80762,                0.49139,                 1.0142,              0.0015248,              0.0015248,              0.0015248
                     26,                0.84307,                0.56117,                 1.0473,                0.99823,                0.97849,                0.99392,                0.77979,                0.79928,                 0.4368,                 1.0024,               0.001505,               0.001505,               0.001505
                     27,                0.87353,                0.55326,                 1.0662,                0.99342,                0.97312,                0.98568,                0.78619,                0.77926,                0.45591,                0.97601,              0.0014852,              0.0014852,              0.0014852
                     28,                0.89476,                0.54906,                 1.0766,                0.97978,                0.98387,                0.99294,                0.78999,                0.79197,                 0.4675,                0.98297,              0.0014654,              0.0014654,              0.0014654
                     29,                0.84106,                0.52832,                 1.0562,                0.98387,                0.98396,                0.98624,                 0.8039,                0.76096,                0.42552,                0.97791,              0.0014456,              0.0014456,              0.0014456
                     30,                0.87252,                0.56041,                 1.0602,                0.99424,                0.97849,                0.99229,                0.79782,                0.77271,                0.44744,                0.98109,              0.0014258,              0.0014258,              0.0014258
                     31,                0.84577,                0.54714,                 1.0469,                0.98923,                0.98785,                0.98665,                0.79774,                0.75738,                0.43026,                 0.9825,               0.001406,               0.001406,               0.001406
                     32,                0.83411,                0.51273,                 1.0389,                0.98335,                0.97849,                0.99292,                0.80373,                0.76567,                0.42456,                0.98095,              0.0013862,              0.0013862,              0.0013862
                     33,                0.86402,                0.53899,                 1.0464,                0.99456,                0.98273,                0.99407,                 0.8222,                 0.7256,                0.39867,                  0.964,              0.0013664,              0.0013664,              0.0013664
                     34,                0.83247,                0.52103,                 1.0498,                 0.9891,                0.98925,                0.99375,                0.81177,                0.75323,                0.40836,                0.98734,              0.0013466,              0.0013466,              0.0013466
                     35,                0.82863,                0.52777,                 1.0464,                      1,                0.97113,                0.99314,                0.81211,                0.71256,                0.40541,                0.95564,              0.0013268,              0.0013268,              0.0013268
                     36,                0.79846,                0.50614,                 1.0368,                      1,                0.98841,                0.99479,                0.80132,                0.73977,                0.40978,                0.97453,               0.001307,               0.001307,               0.001307
                     37,                  0.821,                 0.5254,                 1.0369,                0.98917,                0.98235,                0.99372,                 0.8197,                0.72949,                0.41042,                0.96731,              0.0012872,              0.0012872,              0.0012872
                     38,                  0.782,                0.49191,                 1.0287,                0.98916,                0.98149,                0.99468,                0.83067,                0.70567,                 0.3909,                0.95859,              0.0012674,              0.0012674,              0.0012674
                     39,                 0.7895,                0.49122,                 1.0229,                0.98377,                 0.9779,                0.99229,                0.82683,                0.70709,                 0.4021,                0.94797,              0.0012476,              0.0012476,              0.0012476
                     40,                0.79484,                0.48087,                 1.0126,                0.98919,                0.96774,                0.98947,                0.81592,                0.75191,                0.40136,                0.98592,              0.0012278,              0.0012278,              0.0012278
                     41,                0.80507,                0.50576,                 1.0284,                0.99238,                0.99462,                0.99484,                0.82231,                0.72152,                0.38329,                0.96003,               0.001208,               0.001208,               0.001208
                     42,                0.80056,                 0.4862,                 1.0401,                0.99679,                0.97312,                0.99216,                0.81821,                0.73524,                0.40032,                0.97012,              0.0011882,              0.0011882,              0.0011882
                     43,                0.79684,                0.46857,                 1.0182,                 0.9837,                0.97327,                 0.9854,                0.80156,                0.75213,                 0.4078,                0.97271,              0.0011684,              0.0011684,              0.0011684
                     44,                0.79305,                0.46586,                 1.0166,                0.98879,                0.98925,                0.99391,                 0.8321,                0.71628,                0.37706,                0.95911,              0.0011486,              0.0011486,              0.0011486
                     45,                0.75562,                 0.4652,                 1.0252,                0.99383,                0.99462,                0.99495,                0.83005,                0.71256,                0.36064,                0.95583,              0.0011288,              0.0011288,              0.0011288
                     46,                 0.7948,                0.48289,                 1.0256,                0.99411,                0.98925,                0.99469,                0.82755,                0.69631,                0.35971,                 0.9454,               0.001109,               0.001109,               0.001109
                     47,                0.78806,                0.48835,                 1.0303,                0.99996,                0.97849,                0.99448,                0.82178,                0.69761,                0.36055,                0.94518,              0.0010892,              0.0010892,              0.0010892
                     48,                0.77015,                0.46986,                 1.0173,                 0.9985,                0.97849,                0.99419,                0.82849,                0.70925,                0.37437,                0.95092,              0.0010694,              0.0010694,              0.0010694
                     49,                0.76225,                0.45823,                 1.0068,                0.99863,                0.98387,                0.99049,                0.84594,                0.68916,                0.35955,                0.93669,              0.0010496,              0.0010496,              0.0010496
                     50,                0.80974,                0.47099,                 1.0268,                0.99767,                0.98925,                0.99484,                0.82192,                0.71349,                0.37106,                0.95185,              0.0010298,              0.0010298,              0.0010298
                     51,                0.75423,                0.44695,                 1.0171,                0.99459,                0.98808,                0.98676,                0.81122,                0.69888,                0.35354,                0.94857,                0.00101,                0.00101,                0.00101
                     52,                0.76991,                0.45299,                 1.0133,                      1,                0.98763,                0.99024,                0.83352,                0.68499,                0.35555,                0.94358,              0.0009902,              0.0009902,              0.0009902
                     53,                0.76661,                0.44947,                  1.011,                0.98171,                0.98387,                0.98646,                0.82831,                0.70072,                0.35876,                0.94536,              0.0009704,              0.0009704,              0.0009704
                     54,                0.76738,                0.43915,                 1.0112,                      1,                0.98892,                0.99484,                0.82886,                0.71745,                 0.3576,                0.95542,              0.0009506,              0.0009506,              0.0009506
                     55,                0.75347,                0.44157,                  1.011,                0.99912,                0.98387,                0.99175,                0.81519,                 0.7085,                0.36176,                0.95279,              0.0009308,              0.0009308,              0.0009308
                     56,                0.73432,                0.43624,                0.99012,                 0.9937,                0.98925,                0.99489,                 0.8274,                0.72073,                0.35469,                0.95437,               0.000911,               0.000911,               0.000911
                     57,                0.75644,                0.45669,                 1.0034,                0.99311,                0.98925,                0.99432,                0.84602,                0.67524,                0.36106,                0.93162,              0.0008912,              0.0008912,              0.0008912
                     58,                0.74171,                0.45287,                 1.0056,                      1,                0.98803,                0.98733,                0.82416,                0.70571,                0.35096,                0.94685,              0.0008714,              0.0008714,              0.0008714
                     59,                 0.7569,                0.43479,                 1.0078,                      1,                0.98919,                0.98965,                0.84169,                0.69433,                0.34234,                0.94233,              0.0008516,              0.0008516,              0.0008516
                     60,                0.74227,                0.42527,                  1.007,                0.99937,                0.98925,                0.99464,                0.84296,                0.68434,                0.33729,                0.93912,              0.0008318,              0.0008318,              0.0008318
                     61,                 0.7347,                0.43367,                 1.0113,                0.99879,                0.98925,                0.99315,                0.83373,                0.66722,                0.33626,                0.93062,               0.000812,               0.000812,               0.000812
                     62,                0.73137,                0.42512,                0.99489,                0.99349,                0.98925,                0.99458,                 0.8454,                0.68116,                0.33406,                 0.9389,              0.0007922,              0.0007922,              0.0007922
                     63,                0.74619,                0.42512,                 1.0015,                 0.9998,                0.98387,                0.99308,                0.84841,                0.67864,                0.34489,                0.93343,              0.0007724,              0.0007724,              0.0007724
                     64,                0.72253,                0.42599,                  1.008,                0.98923,                0.98772,                0.99479,                0.84323,                 0.6606,                0.32586,                0.92774,              0.0007526,              0.0007526,              0.0007526
                     65,                0.72554,                0.43534,                0.99482,                0.99182,                0.99462,                0.99489,                0.83884,                0.67025,                0.33366,                0.93142,              0.0007328,              0.0007328,              0.0007328
                     66,                0.72117,                0.41866,                 0.9923,                      1,                0.98305,                0.99479,                0.84164,                0.67459,                0.33131,                0.92266,               0.000713,               0.000713,               0.000713
                     67,                0.70474,                0.40427,                0.99196,                0.99462,                0.99389,                0.99495,                  0.843,                0.68586,                0.32591,                0.93704,              0.0006932,              0.0006932,              0.0006932
                     68,                0.72092,                0.42016,                0.98769,                0.99411,                0.99462,                0.99495,                0.83571,                0.68812,                0.32397,                0.93708,              0.0006734,              0.0006734,              0.0006734
                     69,                 0.7206,                0.41912,                0.99446,                0.99793,                0.98387,                0.99385,                0.84067,                0.69643,                0.32327,                0.93683,              0.0006536,              0.0006536,              0.0006536
                     70,                0.70547,                0.39915,                0.98585,                      1,                0.98142,                0.99489,                0.83007,                 0.6774,                0.32387,                 0.9366,              0.0006338,              0.0006338,              0.0006338
                     71,                0.72197,                0.41604,                 1.0012,                0.99457,                0.98507,                0.99337,                0.83911,                 0.6589,                0.32477,                0.93548,               0.000614,               0.000614,               0.000614
                     72,                0.71642,                0.40615,                0.99501,                0.99456,                0.98328,                0.99458,                0.83802,                0.66935,                0.32016,                0.93344,              0.0005942,              0.0005942,              0.0005942
                     73,                    0.7,                0.39639,                0.99586,                0.99459,                0.98862,                 0.9877,                0.83778,                0.68262,                0.33372,                0.93956,              0.0005744,              0.0005744,              0.0005744
                     74,                0.70554,                0.38657,                0.99207,                0.99964,                0.98925,                0.99099,                0.84188,                0.67832,                0.33057,                0.93101,              0.0005546,              0.0005546,              0.0005546
                     75,                0.70609,                 0.3938,                 0.9927,                0.99867,                0.97849,                0.99295,                0.84607,                0.68191,                0.32024,                0.93245,              0.0005348,              0.0005348,              0.0005348
                     76,                0.66942,                0.38242,                0.96462,                0.99445,                0.97849,                0.98928,                 0.8426,                0.68271,                0.31047,                0.93585,               0.000515,               0.000515,               0.000515
                     77,                0.70545,                0.39449,                0.98917,                0.98808,                0.98387,                0.98842,                0.84247,                0.68186,                0.34175,                0.93517,              0.0004952,              0.0004952,              0.0004952
                     78,                0.70126,                0.38641,                0.97623,                 0.9882,                0.98387,                0.98846,                0.83483,                0.69721,                0.33475,                0.93789,              0.0004754,              0.0004754,              0.0004754
                     79,                0.65046,                0.37483,                0.96159,                0.99459,                0.98776,                0.99417,                 0.8437,                0.67085,                0.30837,                0.92665,              0.0004556,              0.0004556,              0.0004556
                     80,                0.66811,                0.37452,                0.95818,                0.99396,                0.98925,                0.99257,                0.84436,                0.64846,                 0.3081,                 0.9175,              0.0004358,              0.0004358,              0.0004358
                     81,                0.67162,                0.36688,                0.97414,                0.99444,                0.98925,                0.99231,                 0.8493,                0.65918,                0.31428,                0.92202,               0.000416,               0.000416,               0.000416
                     82,                0.65769,                0.37032,                0.96618,                0.99459,                0.98812,                0.99479,                0.85232,                0.67596,                0.31206,                0.92462,              0.0003962,              0.0003962,              0.0003962
                     83,                0.66148,                0.35922,                0.95661,                      1,                0.98794,                0.99484,                0.84743,                0.66848,                0.30119,                0.92093,              0.0003764,              0.0003764,              0.0003764
                     84,                 0.6606,                0.37278,                0.97377,                0.99435,                0.98925,                0.99453,                0.84866,                0.65855,                0.29626,                 0.9194,              0.0003566,              0.0003566,              0.0003566
                     85,                0.66641,                0.35957,                0.96656,                0.99352,                0.98387,                0.99294,                0.84511,                0.65724,                0.30505,                0.92181,              0.0003368,              0.0003368,              0.0003368
                     86,                0.66543,                0.36388,                0.96946,                0.99325,                0.98387,                0.99378,                0.86111,                0.65116,                0.29564,                0.91504,               0.000317,               0.000317,               0.000317
                     87,                0.64633,                0.36768,                0.97444,                0.99775,                0.98387,                0.99416,                0.85307,                0.64286,                 0.2948,                0.91239,              0.0002972,              0.0002972,              0.0002972
                     88,                0.65372,                0.35065,                0.97492,                 0.9977,                0.98387,                0.98962,                0.85472,                0.64324,                0.30013,                0.91687,              0.0002774,              0.0002774,              0.0002774
                     89,                0.63947,                0.34224,                0.96788,                0.99877,                0.98387,                0.98997,                0.84987,                  0.647,                0.29821,                 0.9148,              0.0002576,              0.0002576,              0.0002576
                     90,                0.66161,                 0.3572,                0.96644,                0.99384,                0.98925,                0.99484,                0.85559,                0.64388,                0.29012,                 0.9144,              0.0002378,              0.0002378,              0.0002378
                     91,                0.57794,                0.28916,                0.89384,                 0.9893,                0.99439,                0.99489,                0.85781,                0.64008,                 0.2898,                0.91318,               0.000218,               0.000218,               0.000218
                     92,                 0.5682,                0.28094,                0.89368,                0.99462,                0.99378,                0.99457,                0.85956,                0.65072,                0.28884,                0.91558,              0.0001982,              0.0001982,              0.0001982
                     93,                0.56911,                0.27387,                0.89748,                0.99462,                0.99392,                0.99462,                0.86377,                0.63752,                0.28289,                 0.9097,              0.0001784,              0.0001784,              0.0001784
                     94,                0.55953,                0.27501,                0.88394,                 0.9946,                0.99108,                0.99462,                0.86453,                0.64692,                0.28446,                0.91189,              0.0001586,              0.0001586,              0.0001586
                     95,                0.55887,                0.27165,                0.88151,                  0.994,                0.98387,                0.99376,                0.85885,                0.65244,                0.29012,                0.91275,              0.0001388,              0.0001388,              0.0001388
                     96,                0.55847,                0.27536,                0.88559,                  0.994,                0.98387,                0.99395,                  0.862,                0.63997,                0.29236,                0.90663,               0.000119,               0.000119,               0.000119
                     97,                0.54698,                0.26563,                0.87784,                0.99459,                0.98884,                0.99352,                0.86612,                0.62868,                0.28353,                0.90683,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.55593,                0.26699,                0.89034,                0.99459,                0.98892,                0.99377,                0.86013,                0.64209,                0.28087,                 0.9081,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.54194,                0.26319,                0.87433,                0.99459,                0.98893,                 0.9942,                0.86234,                0.63995,                0.28068,                0.90967,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.54236,                0.26765,                0.87471,                0.99459,                0.98899,                 0.9943,                0.86738,                0.63589,                0.27688,                0.90821,               3.98e-05,               3.98e-05,               3.98e-05
